Property ID in AVL packet|Property Name|Bytes|Type|Min|Max|Multiplier|Units|Description|HW Support|Parameter Group
995|ASF Right Joystick Moved Forward Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
996|ASF Right Joystick Moved Back Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
997|ASF Left Joystick Moved Right Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
998|ASF Left Joystick Moved Left Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
999|ASF Left Joystick Moved Forward Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
1000|ASF Left Joystick Moved Back Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
1001|ASF First Rear hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1002|ASF Second Rear hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1003|ASF Third Rear hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1004|ASF Fourth Rear hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1005|ASF First Front hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1006|ASF Second Front hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1007|ASF Third Front hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1008|ASF Fourth Front hydraulic|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1009|ASF Front Three-point Hitch|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1010|ASF Rear Three-point Hitch|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1011|ASF Front Power Take-off|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1012|ASF Rear Power Take-off|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1013|ASF Mowing Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
1014|ASF Threshing Active|1|Unsigned|0|1|-|-|\n0 - Inactive\n\n1 - Active\n|\n\nFMBXXX\n\n|ALLCAN300
1015|ASF Grain Release From Hopper|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1016|ASF Grain Tank Is 100% Full|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1017|ASF Grain Tank Is 70% Full|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1018|ASF Grain Tank Is Opened|1|Unsigned|0|1|-|-|\n0 - Closed\n\n1 - Opened\n|\n\nFMBXXX\n\n|ALLCAN300
1019|ASF Unloader Drive|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1020|ASF Cleaning Fan Control Turned Off|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1021|ASF Threshing Drum Control Turned Off|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1022|ASF Straw Walker Is Clogged|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1023|ASF Excessive Clearance Under The Threshing Drum|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1024|ASF Low Temperature Of Drive System Hydraulics Less Than 5 Grades|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1025|ASF High Temperature Of Drive System Hydraulics Greater Than 86 Grades|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1026|ASF Ear Auger Speed Below The Norm|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1027|ASF Grain Auger Speed Below The Norm|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1028|ASF Straw Chooper Speed Below The Norm|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1029|ASF Straw Shaker Speed Below The Norm|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1030|ASF Feeder Speed Below The Norm|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1031|ASF Straw Chopper Switched On|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1032|ASF Corn Header Connected|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1033|ASF Grain Header Connected|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1034|ASF Feeder Reverse Switched On|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1035|ASF The Pressure Filter Of The Hydraulic Pump Is Clogged|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1087|ASF Adapter Pressure Filter Sensor|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1088|ASF Service 2 Required Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1089|ASF Drain Filter Clogged Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1090|ASF Section 1 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1091|ASF Section 2 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1092|ASF Section 3 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1093|ASF Section 4 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1094|ASF Section 5 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1095|ASF Section 6 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1096|ASF Section 7 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1097|ASF Section 8 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1098|ASF Section 9 Spraying|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1036|USF Spreading|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1037|USF Pouring Chemicals|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1038|USF Conveyor Belt|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1039|USF Salt Spreader's Drive Wheel|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1040|USF Brushes|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1041|USF Vacuum Cleaner|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1042|USF Water Supply|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1043|USF Spreading|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1044|USF Liquid pump|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1045|USF Unloading From The Hopper|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1046|USF Low Salt (Sand) Level In Container Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1047|USF Low Water Level in Container Indicator|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1048|USF Chemicals|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1049|USF Compressor|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1050|USF Water Valve Is Opened|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1051|USF Cabin Moved Up Status Active|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1052|USF Cabin Moved Down Status Active|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1099|USF Hydraulics Work Not Permitted|1|Unsigned|0|1|-|-|\n0 - Off\n\n1 - On\n|\n\nFMBXXX\n\n|ALLCAN300
1053|CiSF Section 1 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1054|CiSF Section 1 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1055|CiSF Section 1 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1056|CiSF Section 2 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1057|CiSF Section 2 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1058|CiSF Section 2 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1059|CiSF Section 3 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1060|CiSF Section 3 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1061|CiSF Section 3 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1062|CiSF Section 4 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1063|CiSF Section 4 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1064|CiSF Section 4 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1065|CiSF Section 5 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1066|CiSF Section 5 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1067|CiSF Section 5 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1068|CiSF Section 6 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1069|CiSF Section 6 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1070|CiSF Section 6 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1071|CiSF Section 7 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1072|CiSF Section 7 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1073|CiSF Section 7 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1074|CiSF Section 8 Presence Of Fluid In The Downpipe|1|Unsigned|0|1|-|-|\n0 - No presence\n\n1 - Present\n|\n\nFMBXXX\n\n|ALLCAN300
1075|CiSF Section 8 Filled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
1076|CiSF Section 8 Overfilled|1|Unsigned|0|1|-|-|\n0 - No\n\n1 - Yes\n|\n\nFMBXXX\n\n|ALLCAN300
400|Distance to Next Service|4|Unsigned|0|4294967295|-|-||\n\nFMBXXX\n\n|CAN adapters
450|CNG Level Kg|2|Unsigned|0|65535|10|Kg|CNG Level Kg (appears only if CNG level percentage is not available)|\n\nFMBXXX\n\n|CAN adapters
859|Distance from need of service|4|Unsigned|0|4294967295|-|km|Service - distance elapsed since the occurrence of the need for servicing|\n\nFMBXXX\n\n|CAN adapters
860|Distance from last service|4|Unsigned|0|4294967295|-|km|Service - distance from the last service|\n\nFMBXXX\n\n|CAN adapters
861|Time to next service|2|Unsigned|0|65535|-|day|Service - time to next service|\n\nFMBXXX\n\n|CAN adapters
862|Time from need of service|2|Unsigned|0|65535|-|day|Service - time exceeded since the occurrence of the need for servicing|\n\nFMBXXX\n\n|CAN adapters
863|Time from last serivce|2|Unsigned|0|65535|-|day|Service - time elapsed since the last service|\n\nFMBXXX\n\n|CAN adapters
864|Distance to next oil service|4|Unsigned|0|4294967295|-|km|Service - distance to next oil service|\n\nFMBXXX\n\n|CAN adapters
865|Time to next oil service|2|Unsigned|0|65535|-|day|Service - time to next oil service|\n\nFMBXXX\n\n|CAN adapters
866|LVCAN Vehicle Range|4|Unsigned|0|4294967295|-|km|Information about vehicle range|\n\nFMBXXX\n\n|CAN adapters
867|LVCAN Total CNG counted|4|Unsigned|0|65535|-|kg|Information about Total CNG used in counted mode|\n\nFMBXXX\n\n|CAN adapters
1079|Total Bale Count|4|Unsigned|0|0xFFFFFFFF|-|-|Total Bale Count|\n\nFMBXXX\n\n|CAN adapters
1080|Bale Count|4|Unsigned|0|0xFFFFFFFF|-|-|Bale Count|\n\nFMBXXX\n\n|CAN adapters
1081|Cut Bale Count|4|Unsigned|0|0xFFFFFFFF|-|-|Cut Bale Count|\n\nFMBXXX\n\n|CAN adapters
1082|Bale Slices|4|Unsigned|0|0xFFFFFFFF|-|-|Bale Slices|\n\nFMBXXX\n\n|CAN adapters
1116|LVCAN MaxRoadSpeed|1|Unsigned|0|255|-|km/h|Maximum speed from road signs|\n\nFMBXXX\n\n|CAN adapters
1117|LVCAN ExceededRoadSpeed|1|Unsigned|0|255|-|km/h|Exceeded speed from road signs|\n\nFMBXXX\n\n|CAN adapters
1205|LVCAN RSF SpeedLimitSign|1|Unsigned|0|1|-|-|Information if road sign "Speed limit with value" is recognized/canceled|\n\nFMBXXX\n\n|CAN adapters
1206|LVCAN RSF EndOfSpeedLimitSign|1|Unsigned|0|1|-|-|Information if road sign "End of speed limit with value" is recognized/canceled|\n\nFMBXXX\n\n|CAN adapters
1207|LVCAN RSF SpeedExceeded|1|Unsigned|0|1|-|-|Information if speed is exceeded indicated by road sign "Speed limit with value"|\n\nFMBXXX\n\n|CAN adapters
1208|LVCAN RSF TimeSpeedLimitSign|1|Unsigned|0|1|-|-|Information if road sign "Conditional time-specific speed limit with value" is recognized/canceled|\n\nFMBXXX\n\n|CAN adapters
1209|LVCAN RSF WthrSpeedLimitSign|1|Unsigned|0|1|-|-|Information if road sign "Speed limit with value due to weather conditions" is recognized/cancelled|\n\nFMBXXX\n\n|CAN adapters
